Date,High,Low,Open,Close,Volume,Adj Close
22-03-2013,1053000,1053000,1053000,1053000,0,1053000
25-03-2013,1053000,1053000,1053000,1053000,0,1053000
26-03-2013,972000,972000,972000,972000,0,972000
27-03-2013,972000,972000,972000,972000,0,972000
28-03-2013,972000,972000,972000,972000,0,972000
01-04-2013,972000,972000,972000,972000,0,972000
02-04-2013,891000,826200,891000,826200,0,826200
03-04-2013,826200,826200,826200,826200,0,826200
04-04-2013,826200,826200,826200,826200,0,826200
05-04-2013,826200,826200,826200,826200,0,826200
08-04-2013,1020600,1020600,1020600,1020600,0,1020600
09-04-2013,1020600,1020600,1020600,1020600,0,1020600
10-04-2013,1020600,1020600,1020600,1020600,0,1020600
11-04-2013,1020600,1020600,1020600,1020600,0,1020600
12-04-2013,1215000,1215000,1215000,1215000,0,1215000
15-04-2013,1215000,1215000,1215000,1215000,0,1215000
16-04-2013,1215000,1215000,1215000,1215000,0,1215000
17-04-2013,1215000,1215000,1215000,1215000,0,1215000
18-04-2013,1215000,1215000,1215000,1215000,0,1215000
19-04-2013,1215000,1215000,1215000,1215000,0,1215000
22-04-2013,1215000,1215000,1215000,1215000,0,1215000
23-04-2013,1215000,1215000,1215000,1215000,0,1215000
24-04-2013,826200,826200,826200,826200,0,826200
25-04-2013,891000,826200,826200,891000,0,891000
26-04-2013,826200,826200,826200,826200,0,826200
29-04-2013,858600,810000,858600,810000,0,810000
30-04-2013,810000,810000,810000,810000,0,810000
01-05-2013,810000,810000,810000,810000,0,810000
02-05-2013,826200,826200,826200,826200,0,826200
03-05-2013,1215000,1215000,1215000,1215000,0,1215000
06-05-2013,1215000,1215000,1215000,1215000,0,1215000
07-05-2013,1215000,1215000,1215000,1215000,0,1215000
08-05-2013,810000,810000,810000,810000,0,810000
